window_id,image_path,xmin,ymin,xmax,ymax,label
14_007_10_0066_55,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\007\10\14_007_10_0066_processed.png,204,136,284,216,0
14_007_10_0066_56,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\007\10\14_007_10_0066_processed.png,173,94,253,174,0
14_007_10_0066_57,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\007\10\14_007_10_0066_processed.png,160,47,240,127,0
14_007_10_0066_58,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\007\10\14_007_10_0066_processed.png,219,0,299,80,0
14_007_10_0066_59,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\007\10\14_007_10_0066_processed.png,213,0,293,80,0
14_007_10_0066_60,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\007\10\14_007_10_0066_processed.png,219,0,299,80,0
14_007_10_0066_61,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\007\10\14_007_10_0066_processed.png,197,84,277,164,0
14_007_10_0066_62,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\007\10\14_007_10_0066_processed.png,252,172,332,252,0
14_007_10_0066_63,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\007\10\14_007_10_0066_processed.png,262,225,342,305,0
14_007_10_0066_64,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\007\10\14_007_10_0066_processed.png,248,277,328,357,0
14_007_10_0066_65,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\007\10\14_007_10_0066_processed.png,243,329,323,409,0
14_007_10_0066_66,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\007\10\14_007_10_0066_processed.png,284,366,364,446,0
14_007_10_0066_67,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\007\10\14_007_10_0066_processed.png,284,326,364,406,0
14_007_10_0066_68,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\007\10\14_007_10_0066_processed.png,288,288,368,368,0
14_007_10_0066_69,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\007\10\14_007_10_0066_processed.png,287,235,367,315,0
14_007_10_0066_70,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\007\10\14_007_10_0066_processed.png,280,198,360,278,0
14_007_10_0066_71,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\007\10\14_007_10_0066_processed.png,300,164,380,244,0
14_007_10_0066_72,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\007\10\14_007_10_0066_processed.png,351,200,431,280,0
14_007_10_0066_73,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\007\10\14_007_10_0066_processed.png,404,220,484,300,0
14_007_10_0066_74,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\007\10\14_007_10_0066_processed.png,450,264,530,344,0
14_007_10_0066_75,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\007\10\14_007_10_0066_processed.png,479,317,559,397,0
14_007_10_0066_76,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\007\10\14_007_10_0066_processed.png,493,370,573,450,0
14_007_10_0066_77,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\007\10\14_007_10_0066_processed.png,516,423,596,503,0
14_007_10_0066_78,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\007\10\14_007_10_0066_processed.png,525,475,605,555,0
14_007_10_0066_79,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\007\10\14_007_10_0066_processed.png,570,263,650,343,0
14_007_10_0066_80,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\007\10\14_007_10_0066_processed.png,577,257,657,337,0
14_007_10_0066_81,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\007\10\14_007_10_0066_processed.png,607,261,687,341,0
14_007_10_0066_82,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\007\10\14_007_10_0066_processed.png,634,217,714,297,0
14_007_10_0066_83,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\007\10\14_007_10_0066_processed.png,471,229,551,309,0
14_007_10_0066_84,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\007\10\14_007_10_0066_processed.png,265,196,345,276,0
14_007_10_0066_85,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\007\10\14_007_10_0066_processed.png,45,253,125,333,0
14_007_10_0066_86,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\007\10\14_007_10_0066_processed.png,23,187,103,267,0
14_007_10_0066_87,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\007\10\14_007_10_0066_processed.png,7,135,87,215,0
14_007_10_0066_88,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\007\10\14_007_10_0066_processed.png,0,82,80,162,0
14_007_10_0066_89,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\007\10\14_007_10_0066_processed.png,0,29,80,109,0
14_007_10_0066_90,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\007\10\14_007_10_0066_processed.png,0,0,80,80,0
14_007_10_0066_91,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\007\10\14_007_10_0066_processed.png,58,203,138,283,0
14_007_10_0066_92,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\007\10\14_007_10_0066_processed.png,48,265,128,345,0
14_007_10_0066_93,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\007\10\14_007_10_0066_processed.png,57,307,137,387,0
14_007_10_0066_94,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\007\10\14_007_10_0066_processed.png,68,367,148,447,0
14_007_10_0066_95,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\007\10\14_007_10_0066_processed.png,63,419,143,499,0
14_007_10_0066_96,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\007\10\14_007_10_0066_processed.png,18,415,98,495,0
14_007_10_0066_97,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\007\10\14_007_10_0066_processed.png,6,356,86,436,0
14_007_10_0066_98,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\007\10\14_007_10_0066_processed.png,7,299,87,379,0
14_007_10_0066_99,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\007\10\14_007_10_0066_processed.png,634,292,714,372,0
14_007_10_0066_100,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\007\10\14_007_10_0066_processed.png,402,127,482,207,1
14_049_3_0029_1,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\049\3\14_049_3_0029_processed.png,634,282,714,362,0
14_049_3_0029_2,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\049\3\14_049_3_0029_processed.png,604,243,684,323,0
14_049_3_0029_3,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\049\3\14_049_3_0029_processed.png,586,215,666,295,0
14_049_3_0029_4,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\049\3\14_049_3_0029_processed.png,597,178,677,258,0
14_049_3_0029_5,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\049\3\14_049_3_0029_processed.png,558,137,638,217,0
14_049_3_0029_6,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\049\3\14_049_3_0029_processed.png,541,151,621,231,0
14_049_3_0029_7,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\049\3\14_049_3_0029_processed.png,500,139,580,219,0
14_049_3_0029_8,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\049\3\14_049_3_0029_processed.png,463,125,543,205,0
14_049_3_0029_9,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\049\3\14_049_3_0029_processed.png,423,138,503,218,0
14_049_3_0029_10,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\049\3\14_049_3_0029_processed.png,420,177,500,257,0
14_049_3_0029_11,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\049\3\14_049_3_0029_processed.png,456,183,536,263,0
14_049_3_0029_12,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\049\3\14_049_3_0029_processed.png,457,223,537,303,0
14_049_3_0029_13,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\049\3\14_049_3_0029_processed.png,464,262,544,342,0
14_049_3_0029_14,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\049\3\14_049_3_0029_processed.png,507,268,587,348,0
14_049_3_0029_15,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\049\3\14_049_3_0029_processed.png,532,266,612,346,0
14_049_3_0029_16,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\049\3\14_049_3_0029_processed.png,517,227,597,307,0
14_049_3_0029_17,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\049\3\14_049_3_0029_processed.png,488,218,568,298,0
14_049_3_0029_18,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\049\3\14_049_3_0029_processed.png,474,250,554,330,0
14_049_3_0029_19,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\049\3\14_049_3_0029_processed.png,440,212,520,292,0
14_049_3_0029_20,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\049\3\14_049_3_0029_processed.png,412,188,492,268,0
14_049_3_0029_21,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\049\3\14_049_3_0029_processed.png,389,160,469,240,0
14_049_3_0029_22,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\049\3\14_049_3_0029_processed.png,361,151,441,231,0
14_049_3_0029_23,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\049\3\14_049_3_0029_processed.png,353,188,433,268,0
14_049_3_0029_24,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\049\3\14_049_3_0029_processed.png,368,184,448,264,0
14_049_3_0029_25,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\049\3\14_049_3_0029_processed.png,343,226,423,306,0
14_049_3_0029_26,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\049\3\14_049_3_0029_processed.png,328,213,408,293,0
14_049_3_0029_27,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\049\3\14_049_3_0029_processed.png,310,210,390,290,0
14_049_3_0029_28,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\049\3\14_049_3_0029_processed.png,351,103,431,183,0
14_049_3_0029_29,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\049\3\14_049_3_0029_processed.png,327,71,407,151,1
14_049_3_0029_30,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\049\3\14_049_3_0029_processed.png,293,42,373,122,1
14_049_3_0029_31,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\049\3\14_049_3_0029_processed.png,256,18,336,98,0
14_049_3_0029_32,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\049\3\14_049_3_0029_processed.png,213,18,293,98,0
14_049_3_0029_33,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\049\3\14_049_3_0029_processed.png,195,30,275,110,0
14_049_3_0029_34,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\049\3\14_049_3_0029_processed.png,155,76,235,156,0
14_049_3_0029_35,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\049\3\14_049_3_0029_processed.png,113,82,193,162,0
14_049_3_0029_36,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\049\3\14_049_3_0029_processed.png,83,115,163,195,0
14_049_3_0029_37,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\049\3\14_049_3_0029_processed.png,41,130,121,210,0
14_049_3_0029_38,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\049\3\14_049_3_0029_processed.png,5,127,85,207,0
14_049_3_0029_39,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\049\3\14_049_3_0029_processed.png,0,106,80,186,0
14_049_3_0029_40,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\049\3\14_049_3_0029_processed.png,19,90,99,170,0
14_049_3_0029_41,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\049\3\14_049_3_0029_processed.png,61,69,141,149,0
14_049_3_0029_42,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\049\3\14_049_3_0029_processed.png,96,87,176,167,0
14_049_3_0029_43,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\049\3\14_049_3_0029_processed.png,98,138,178,218,0
14_049_3_0029_44,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\049\3\14_049_3_0029_processed.png,119,149,199,229,0
14_049_3_0029_45,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\049\3\14_049_3_0029_processed.png,113,152,193,232,0
14_049_3_0029_46,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\049\3\14_049_3_0029_processed.png,61,152,141,232,0
14_049_3_0029_47,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\049\3\14_049_3_0029_processed.png,137,63,217,143,0
14_049_3_0029_48,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\049\3\14_049_3_0029_processed.png,199,62,279,142,0
14_049_3_0029_49,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\049\3\14_049_3_0029_processed.png,231,80,311,160,0
14_049_3_0029_50,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\049\3\14_049_3_0029_processed.png,272,65,352,145,1
14_049_3_0029_51,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\049\3\14_049_3_0029_processed.png,327,66,407,146,1
14_049_3_0029_52,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\049\3\14_049_3_0029_processed.png,369,55,449,135,0
14_049_3_0029_53,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\049\3\14_049_3_0029_processed.png,411,62,491,142,0
14_049_3_0029_54,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\049\3\14_049_3_0029_processed.png,433,103,513,183,0
14_049_3_0029_55,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\049\3\14_049_3_0029_processed.png,486,123,566,203,0
14_049_3_0029_56,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\049\3\14_049_3_0029_processed.png,478,144,558,224,0
14_049_3_0029_57,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\049\3\14_049_3_0029_processed.png,507,120,587,200,0
14_049_3_0029_58,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\049\3\14_049_3_0029_processed.png,547,133,627,213,0
14_049_3_0029_59,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\049\3\14_049_3_0029_processed.png,537,167,617,247,0
14_049_3_0029_60,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\049\3\14_049_3_0029_processed.png,550,204,630,284,0
14_049_3_0029_61,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\049\3\14_049_3_0029_processed.png,582,231,662,311,0
14_049_3_0029_62,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\049\3\14_049_3_0029_processed.png,615,202,695,282,0
14_049_3_0029_63,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\049\3\14_049_3_0029_processed.png,573,181,653,261,0
14_049_3_0029_64,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\049\3\14_049_3_0029_processed.png,523,163,603,243,0
14_049_3_0029_65,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\049\3\14_049_3_0029_processed.png,481,159,561,239,0
14_049_3_0029_66,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\049\3\14_049_3_0029_processed.png,508,183,588,263,0
14_049_3_0029_67,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\049\3\14_049_3_0029_processed.png,534,212,614,292,0
14_049_3_0029_68,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\049\3\14_049_3_0029_processed.png,588,202,668,282,0
14_049_3_0029_69,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\049\3\14_049_3_0029_processed.png,556,260,636,340,0
14_049_3_0029_70,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\049\3\14_049_3_0029_processed.png,574,251,654,331,0
14_049_3_0029_71,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\049\3\14_049_3_0029_processed.png,603,296,683,376,0
14_049_3_0029_72,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\049\3\14_049_3_0029_processed.png,638,289,718,369,0
14_049_3_0029_73,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\049\3\14_049_3_0029_processed.png,622,309,702,389,0
14_049_3_0029_74,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\049\3\14_049_3_0029_processed.png,657,276,737,356,0
14_049_3_0029_75,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\049\3\14_049_3_0029_processed.png,635,233,715,313,0
14_049_3_0029_76,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\049\3\14_049_3_0029_processed.png,672,310,752,390,0
14_049_3_0029_77,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\049\3\14_049_3_0029_processed.png,686,349,766,429,0
14_049_3_0029_78,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\049\3\14_049_3_0029_processed.png,719,384,799,464,0
14_049_3_0029_79,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\049\3\14_049_3_0029_processed.png,684,383,764,463,0
14_049_3_0029_80,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\049\3\14_049_3_0029_processed.png,669,351,749,431,0
14_049_3_0029_81,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\049\3\14_049_3_0029_processed.png,667,382,747,462,0
14_049_3_0029_82,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\049\3\14_049_3_0029_processed.png,650,420,730,500,0
14_049_3_0029_83,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\049\3\14_049_3_0029_processed.png,650,459,730,539,0
14_049_3_0029_84,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\049\3\14_049_3_0029_processed.png,651,352,731,432,0
14_049_3_0029_85,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\049\3\14_049_3_0029_processed.png,649,318,729,398,0
14_049_3_0029_86,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\049\3\14_049_3_0029_processed.png,592,302,672,382,0
14_049_3_0029_87,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\049\3\14_049_3_0029_processed.png,552,285,632,365,0
14_049_3_0029_88,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\049\3\14_049_3_0029_processed.png,582,331,662,411,0
14_049_3_0029_89,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\049\3\14_049_3_0029_processed.png,527,134,607,214,0
14_049_3_0029_90,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\049\3\14_049_3_0029_processed.png,404,103,484,183,0
14_049_3_0029_91,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\049\3\14_049_3_0029_processed.png,400,118,480,198,0
14_049_3_0029_92,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\049\3\14_049_3_0029_processed.png,366,97,446,177,0
14_049_3_0029_93,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\049\3\14_049_3_0029_processed.png,385,80,465,160,0
14_049_3_0029_94,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\049\3\14_049_3_0029_processed.png,403,97,483,177,0
14_049_3_0029_95,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\049\3\14_049_3_0029_processed.png,350,62,430,142,0
14_049_3_0029_96,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\049\3\14_049_3_0029_processed.png,299,88,379,168,1
14_049_3_0029_97,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\049\3\14_049_3_0029_processed.png,263,39,343,119,0
14_049_3_0029_98,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\049\3\14_049_3_0029_processed.png,204,80,284,160,0
14_049_3_0029_99,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\049\3\14_049_3_0029_processed.png,161,90,241,170,0
14_049_3_0029_100,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\049\3\14_049_3_0029_processed.png,295,84,375,164,1
14_075_4_0045_1,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\075\4\14_075_4_0045_processed.png,431,292,511,372,0
14_075_4_0045_2,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\075\4\14_075_4_0045_processed.png,431,265,511,345,0
14_075_4_0045_3,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\075\4\14_075_4_0045_processed.png,393,278,473,358,0
14_075_4_0045_4,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\075\4\14_075_4_0045_processed.png,379,270,459,350,0
14_075_4_0045_5,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\075\4\14_075_4_0045_processed.png,398,233,478,313,0
14_075_4_0045_6,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\075\4\14_075_4_0045_processed.png,382,243,462,323,0
14_075_4_0045_7,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\075\4\14_075_4_0045_processed.png,331,222,411,302,0
14_075_4_0045_8,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\075\4\14_075_4_0045_processed.png,317,195,397,275,0
14_075_4_0045_9,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\075\4\14_075_4_0045_processed.png,282,186,362,266,0
14_075_4_0045_10,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\075\4\14_075_4_0045_processed.png,261,149,341,229,0
14_075_4_0045_11,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\075\4\14_075_4_0045_processed.png,293,139,373,219,0
14_075_4_0045_12,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\075\4\14_075_4_0045_processed.png,311,159,391,239,0
14_075_4_0045_13,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\075\4\14_075_4_0045_processed.png,289,169,369,249,0
14_075_4_0045_14,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\075\4\14_075_4_0045_processed.png,256,136,336,216,0
14_075_4_0045_15,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\075\4\14_075_4_0045_processed.png,232,101,312,181,0
14_075_4_0045_16,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\075\4\14_075_4_0045_processed.png,209,71,289,151,0
14_075_4_0045_17,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\075\4\14_075_4_0045_processed.png,219,39,299,119,0
14_075_4_0045_18,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\075\4\14_075_4_0045_processed.png,244,41,324,121,0
14_075_4_0045_19,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\075\4\14_075_4_0045_processed.png,233,72,313,152,0
14_075_4_0045_20,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\075\4\14_075_4_0045_processed.png,272,51,352,131,0
14_075_4_0045_21,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\075\4\14_075_4_0045_processed.png,305,54,385,134,0
14_075_4_0045_22,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\075\4\14_075_4_0045_processed.png,311,40,391,120,0
14_075_4_0045_23,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\075\4\14_075_4_0045_processed.png,306,23,386,103,0
14_075_4_0045_24,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\075\4\14_075_4_0045_processed.png,324,71,404,151,0
14_075_4_0045_25,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\075\4\14_075_4_0045_processed.png,351,90,431,170,0
14_075_4_0045_26,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\075\4\14_075_4_0045_processed.png,366,87,446,167,0
14_075_4_0045_27,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\075\4\14_075_4_0045_processed.png,398,113,478,193,0
14_075_4_0045_28,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\075\4\14_075_4_0045_processed.png,431,138,511,218,0
14_075_4_0045_29,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\075\4\14_075_4_0045_processed.png,431,178,511,258,0
14_075_4_0045_30,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\075\4\14_075_4_0045_processed.png,427,189,507,269,0
14_075_4_0045_31,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\075\4\14_075_4_0045_processed.png,427,203,507,283,0
14_075_4_0045_32,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\075\4\14_075_4_0045_processed.png,431,224,511,304,0
14_075_4_0045_33,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\075\4\14_075_4_0045_processed.png,431,203,511,283,0
14_075_4_0045_34,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\075\4\14_075_4_0045_processed.png,421,194,501,274,0
14_075_4_0045_35,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\075\4\14_075_4_0045_processed.png,406,172,486,252,0
14_075_4_0045_36,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\075\4\14_075_4_0045_processed.png,391,187,471,267,0
14_075_4_0045_37,C:\Users\Lenovo\IPA_ML_StenosisDetection_Project\dataset_processed\075\4\14_075_4_0045_processed.png,409,211,489,291,0
